sheet,band,count,n_folds,selected
phaselag,Delta,3,7,False
phaselag,Theta,4,7,False
phaselag,Alpha,4,7,False
phaselag,Beta,6,7,True
phaselag,HighBeta,7,7,True
phaselag,Alpha1,3,7,False
phaselag,Alpha2,3,7,False
phaselag,Beta1,3,7,False
phaselag,Beta2,6,7,False
phaselag,Beta3,3,7,False
