model,cv_bal_acc,params,boundary_warnings
logreg,0.6805555555555555,"{""clf__C"": 5, ""clf__penalty"": ""l1"", ""clf__solver"": ""saga"", ""clf__warm_start"": true}",
xgboost,0.7208333333333333,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.01, ""max_depth"": 5, ""n_estimators"": 200, ""reg_lambda"": 1, ""subsample"": 1.0}","subsample=1.0 at HIGH edge of [0.7, 0.85, 1.0] — consider extending upward"
