sheet,band,count,n_folds,selected
coherence,Delta,4,7,True
coherence,Theta,2,7,False
coherence,Alpha,4,7,True
coherence,Beta,3,7,False
coherence,HighBeta,3,7,False
coherence,Alpha1,1,7,False
coherence,Alpha2,4,7,False
coherence,Beta1,4,7,False
coherence,Beta2,2,7,False
coherence,Beta3,3,7,False
