model,cv_bal_acc,params,boundary_warnings
logreg,0.7444444444444445,"{""clf__C"": 5, ""clf__penalty"": ""l1"", ""clf__solver"": ""liblinear""}",
xgboost,0.7805555555555556,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""max_depth"": 5, ""n_estimators"": 100, ""reg_lambda"": 1, ""subsample"": 0.85}",
