model,cv_bal_acc,params,boundary_warnings
logreg,0.7166666666666666,"{""clf__C"": 0.1, ""clf__penalty"": ""l1"", ""clf__solver"": ""liblinear""}",
xgboost,0.6749999999999999,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.2, ""max_depth"": 2, ""n_estimators"": 50, ""reg_lambda"": 10, ""subsample"": 0.7}","colsample_bytree=1.0 at HIGH edge of [0.7, 0.85, 1.0] — consider extending upward; learning_rate=0.2 at HIGH edge of [0.005, 0.01, 0.03, 0.05, 0.1, 0.2] — consider extending upward; max_depth=2 at LOW edge of [2, 3, 4, 5, 6, 7] — consider extending downward; n_estimators=50 at LOW edge of [50, 100, 200, 300] — consider extending downward; reg_lambda=10 at HIGH edge of [0.1, 1, 5, 10] — consider extending upward; subsample=0.7 at LOW edge of [0.7, 0.85, 1.0] — consider extending downward"
