sheet,band,count,n_folds,selected
power_uv1,Delta,3,7,False
power_uv1,Theta,6,7,True
power_uv1,Alpha,5,7,True
power_uv1,Beta,3,7,False
power_uv1,HighBeta,1,7,False
power_uv1,Alpha1,3,7,False
power_uv1,Alpha2,1,7,False
power_uv1,Beta1,0,7,False
power_uv1,Beta2,1,7,False
power_uv1,Beta3,1,7,False
