sheet,band,count,n_folds,selected
coherence,Delta,2,7,False
coherence,Theta,0,7,False
coherence,Alpha,3,7,False
coherence,Beta,6,7,True
coherence,HighBeta,3,7,False
coherence,Alpha1,1,7,False
coherence,Alpha2,2,7,False
coherence,Beta1,4,7,True
coherence,Beta2,3,7,False
coherence,Beta3,4,7,False
