model,cv_bal_acc,params,boundary_warnings
logreg,0.7652777777777777,"{""clf__C"": 0.1, ""clf__l1_ratio"": 0.7, ""clf__penalty"": ""elasticnet"", ""clf__solver"": ""saga""}",
xgboost,0.7097222222222221,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.005, ""max_depth"": 2, ""n_estimators"": 50, ""reg_lambda"": 10, ""subsample"": 0.7}","colsample_bytree=1.0 at HIGH edge of [0.7, 0.85, 1.0] — consider extending upward; learning_rate=0.005 at LOW edge of [0.005, 0.01, 0.03, 0.05, 0.1, 0.2] — consider extending downward; max_depth=2 at LOW edge of [2, 3, 4, 5, 6, 7] — consider extending downward; n_estimators=50 at LOW edge of [50, 100, 200, 300] — consider extending downward; reg_lambda=10 at HIGH edge of [0.1, 1, 5, 10] — consider extending upward; subsample=0.7 at LOW edge of [0.7, 0.85, 1.0] — consider extending downward"
