sheet,band,count,n_folds,selected
coherence,Delta,1,7,False
coherence,Theta,2,7,False
coherence,Alpha,2,7,False
coherence,Beta,6,7,True
coherence,HighBeta,2,7,False
coherence,Alpha1,2,7,False
coherence,Alpha2,3,7,False
coherence,Beta1,5,7,True
coherence,Beta2,3,7,False
coherence,Beta3,1,7,False
